     1    1   3.650000E+02   3.650000E+02             HEAD    80    80     1 (10F10.3)           
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.337    51.330    51.330    51.330    51.330    51.330    51.329
    51.329    51.328    51.328    51.328 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    40.123    38.886    37.794    36.884    36.155    35.630    35.303    35.154
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.313    24.018    24.017    24.017
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.325    51.324    51.324    51.324    51.323    51.323    51.322
    51.322    51.321    51.321    51.320    51.393 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    42.062    40.805    39.661    38.650    37.799    37.115    36.621    36.310    36.176
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    24.563
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.317    51.317    51.317    51.317    51.317    51.316    51.316
    51.315    51.314    51.313    51.313    51.315 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    42.684    41.519    40.457    39.525    38.732    38.101    37.643    37.352    37.243
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.311    51.311    51.311    51.311    51.310    51.310    51.309
    51.308    51.307    51.306    51.304    51.303 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    44.444    43.318    42.256    41.284    40.429    39.700    39.115    38.695    38.427 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000    51.304    51.304    51.304    51.304    51.304    51.303    51.302
    51.301    51.299    51.297    51.296    51.294 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    46.044
    44.998    43.975    43.013    42.129    41.350    40.686    40.157    39.769    39.533 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.348    51.298    51.299    51.298    51.298    51.297    51.296    51.295
    51.293    51.291    51.289    51.286    51.284    51.324 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    47.423    46.488
    45.556    44.654    43.790    42.991    42.287    41.689    41.211    40.875 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.293    51.293    51.293    51.293    51.292    51.291    51.290    51.288
    51.286    51.283    51.280    51.276    51.273    51.270 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    48.573    47.779    46.958
    46.137    45.334    44.574    43.868    43.240    42.711    42.295    42.002 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000    51.288    51.288    51.288    51.288    51.287    51.285    51.284    51.281
    51.278    51.275    51.270    51.265    51.260    51.255    51.284 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    49.473    48.830    48.142    47.442
    46.729    46.028    45.361    44.751    44.212    43.756    43.402 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000    51.285    51.284    51.284    51.284    51.283    51.282    51.280    51.278    51.275
    51.271    51.266    51.261    51.254    51.246    51.237    51.229 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    50.113    49.624    49.099    48.522    47.928
    47.325    46.725    46.163    45.643    45.186    44.812 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    51.294    51.281    51.281    51.281    51.280    51.279    51.277    51.275    51.272    51.269
    51.264    51.258    51.251    51.242    51.232    51.219    51.204    51.189    51.184 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000    50.514    50.183    49.804    49.379    48.913    48.416
    47.921    47.425    46.963    46.546    46.182 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    51.283
    51.280    51.279    51.279    51.278    51.277    51.276    51.274    51.271    51.268    51.263
    51.258    51.251    51.242    51.232    51.218    51.202    51.182    51.156    51.123    51.085
    51.041    50.971    50.865    50.720    50.531    50.291    50.001    49.668    49.293    48.900
    48.508    48.123    47.775 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000    51.403    51.284    51.281    51.280
    51.279    51.278    51.277    51.276    51.275    51.273    51.271    51.268    51.264    51.259
    51.252    51.244    51.234    51.222    51.207    51.188    51.164    51.135    51.100    51.056
    51.002    50.935    50.850    50.740    50.596    50.414    50.191    49.934    49.656    49.372
    49.092    48.834 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    51.285    51.285    51.284    51.284    51.283    51.283    51.282    51.281    51.280    51.279
    51.278    51.277    51.276    51.275    51.273    51.271    51.269    51.265    51.261    51.255
    51.248    51.239    51.228    51.214    51.198    51.177    51.152    51.122    51.086    51.043
    50.992    50.931    50.857    50.768    50.657    50.522    50.362    50.182    50.000    49.832
    49.693 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    51.284    51.284    51.283    51.283    51.283    51.282    51.281    51.281    51.280    51.279
    51.278    51.277    51.276    51.274    51.273    51.270    51.267    51.263    51.258    51.252
    51.245    51.235    51.223    51.209    51.191    51.170    51.144    51.113    51.077    51.035
    50.987    50.931    50.866    50.791    50.706    50.610    50.507    50.405    50.340 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
    51.284    51.283    51.283    51.283    51.283    51.282    51.281    51.281    51.280    51.279
    51.278    51.277    51.276    51.274    51.272    51.270    51.266    51.262    51.257    51.251
    51.243    51.233    51.221    51.206    51.188    51.166    51.140    51.109    51.073    51.032
    50.985    50.931    50.871    50.805    50.735    50.669    50.620    50.613 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000 -9999.000
